,date,symbol,cashAndCashEquivalents,shortTermInvestments,cashAndShortTermInvestments,netReceivables,inventory,otherCurrentAssets,totalCurrentAssets,propertyPlantEquipmentNet,goodwill,intangibleAssets,goodwillAndIntangibleAssets,longTermInvestments,taxAssets,otherNonCurrentAssets,totalNonCurrentAssets,otherAssets,totalAssets,accountPayables,shortTermDebt,taxPayables,deferredRevenue,otherCurrentLiabilities,totalCurrentLiabilities,longTermDebt,deferredRevenueNonCurrent,deferredTaxLiabilitiesNonCurrent,otherNonCurrentLiabilities,totalNonCurrentLiabilities,otherLiabilities,capitalLeaseObligations,totalLiabilities,preferredStock,commonStock,retainedEarnings,accumulatedOtherComprehensiveIncomeLoss,othertotalStockholdersEquity,totalStockholdersEquity,totalEquity,totalLiabilitiesAndStockholdersEquity,minorityInterest,totalLiabilitiesAndTotalEquity,totalInvestments,totalDebt,netDebt,ClosingStockPrice
114,2018-12-31,EOG,2122195902.8000002,0.0,2122195902.8000002,3196489760.8,1172337547.8,375792081.40000004,6899291438.0,38300623019.8,0.0,0.0,0.0,0.0,1059983.4000000001,1092434989.6000001,39394117992.8,0.0,46293409430.8,3055603370.0,1245641470.6000001,292929209.2,292929209.2,492060119.0,5086234168.8,7053144549.8,0.0,6020757551.6,1716647891.0,14790549992.400002,0.0,0.0,19876784161.2,0.0,280757816.8,18475537946.0,-1852583.6,7662182090.400001,26416625269.600002,26416625269.600002,46293409430.8,0.0,46293409430.8,0.0,8298786020.400001,6176590117.6,95.43716180267334
115,2022-12-30,SUN,111060800.0,0.0,111060800.0,1225732000.0,1111962400.0,237020000.0,2685775200.0,3105639200.0,2168394400.0,796387200.0,2964781600.0,174717600.0,0.0,319638400.0,6564776800.0,0.0,9250552000.0,1308350400.0,28442400.0,222121600.0,0.0,567493600.0,1904286400.0,5551685600.0,0.0,211286400.0,307448800.0,6070420800.0,0.0,743565600.0,7974707200.0,0.0,0.0,1730923200.0,0.0,-455078400.0,1275844800.0,1275844800.0,9250552000.0,0.0,9250552000.0,174717600.0,5580128000.0,5469067200.0,54.33836638793945
116,2021-12-31,SUN,31695000.0,0.0,31695000.0,682076400.0,677005200.0,120441000.0,1511217600.0,2780285400.0,1987910400.0,687147600.0,2675058000.0,167349600.0,0.0,238346400.0,5861039400.0,0.0,7372257000.0,652917000.0,31695000.0,192705600.0,372733200.0,70996800.0,1128342000.0,4779606000.0,159742800.0,144529200.0,131851200.0,5215729200.0,0.0,684612000.0,6344071200.0,0.0,0.0,0.0,0.0,1028185800.0,1028185800.0,1028185800.0,7372257000.0,0.0,7372257000.0,167349600.0,4811301000.0,4779606000.0,44.63519855117798
117,2020-12-31,SUN,123500400.00000001,0.0,123500400.00000001,389599200.00000006,486362400.00000006,78938400.0,1078400400.0,2500564800.0,1991284800.0000002,748641600.0000001,2739926400.0,173155200.0,0.0,213897600.00000003,5627544000.000001,0.0,6705944400.000001,339944400.0,31830000.000000004,171882000.0,399784800.00000006,59840400.00000001,831399600.0000001,4639540800.0,159150000.0,132412800.00000001,138778800.0,5069882400.0,0.0,709172400.0000001,5901282000.000001,0.0,0.0,0.0,0.0,804662400.0000001,804662400.0000001,804662400.0000001,6705944400.000001,0.0,6705944400.000001,173155200.0,4671370800.0,4547870400.0,28.870319000244145
118,2019-12-31,SUN,27274800.0,0.0,27274800.0,533806800.0,544197200.0,94812400.0,1200091200.0,2602795200.0,2019634000.0,839024800.0,2858658800.0,157154800.0,0.0,244174400.0,5862783200.0,0.0,7062874400.0,577966000.0,40262800.0,54549600.0,276644400.0,71434000.0,966307200.0,4662692000.0,181832000.0,141569200.0,125983600.0,5112076800.0,0.0,714340000.0,6078384000.0,0.0,0.0,0.0,0.0,984490400.0,984490400.0,984490400.0,7062874400.0,0.0,7062874400.0,157154800.0,4702954800.0,4675680000.0,27.709597061920164
119,2018-12-31,SUN,76395200.0,0.0,76395200.0,560686200.0,510210800.0,87308800.0,1234601000.0,2109053200.0000002,2126787800.0000002,965853600.0,3092641400.0,0.0,0.0,219636200.0,5421330800.0,0.0,6655931800.0,562050400.0,6821000.0,124142200.0,124142200.0,487019400.0,1180033000.0,4065316000.0,32740800.000000004,140512600.0,167796600.0,4406366000.0,0.0,21827200.0,5586399000.0,0.0,0.0,0.0,-800785400.0,800785400.0,-800785400.0,-800785400.0,5586399000.0,0.0,5586399000.0,0.0,4072137000.0,3995741800.0,23.323607874298098
120,2022-12-30,VLO,6585092800.0,0.0,6585092800.0,16143093600.0,9144908800.0,23540826400.0,32685735200.0,43465404800.0,352144000.0,273588800.0,625732800.0,980585600.0,7065904800.0,-2229342400.0,49908285600.0,0.0,82594020800.0,17238803200.0,1923248000.0,3262749600.0,174717600.0,4312409600.0,23649178400.0,2906542400.0,0.0,7065904800.0,14478536000.0,24450983200.0,0.0,3242433600.0,48100161600.0,0.0,9480800.0,51801736800.0,-1840629600.0,-18059569600.0,31911018400.0,34493859200.0,82594020800.0,2582840800.0,82594020800.0,980585600.0,4829790400.0,-1755302400.0,166.32163645629885
121,2021-12-31,VLO,5225871600.0,0.0,5225871600.0,13157228400.0,7942767000.0,18890220000.0,26832987000.0,40735681800.0,329628000.0,276380400.0,606008400.0,930565200.0,3092164200.0,1192999800.0,46557419400.0,0.0,73390406400.0,15841161000.0,2001856200.0,2331484200.0,98888400.0,3421792200.0,21363697800.0,2238934800.0,16964431800.0,6605238000.0,1094111400.0,26902716000.0,0.0,2434176000.0,48266413800.0,0.0,8874600.0,35854651800.0,-1277942400.0,-11220030000.0,23365554000.0,25123992600.0,73390406400.0,1758438600.0,73390406400.0,930565200.0,2434176000.0,-2791695600.0,88.98749446563721
122,2020-12-31,VLO,4218111600.0000005,0.0,4218111600.0000005,7777978800.000001,7687581600.000001,12484999200.000002,20172580800.0,40224207600.0,331032000.0,315753600.0,646785600.0,1237550400.0,2918174400.0000005,719358000.0000001,45746076000.00001,0.0,65918656800.00001,7743602400.000001,1283385600.0,1889428800.0000002,71299200.0,2720828400.0,11819115600.000002,18893014800.0,2388523200.0,6716130000.000001,1093678800.0,29091346800.000004,0.0,1489644000.0000002,40910462400.0,0.0,8912400.0,36862959600.0,-1596592800.0000002,-11337846000.000002,23937433200.000004,25008194400.000004,65918656800.00001,1070761200.0000001,65918656800.00001,1237550400.0,20176400400.0,15958288800.000002,63.7177579284668
123,2019-12-31,VLO,3354800400.0,0.0,3354800400.0,11564515200.0,9108484400.0,15528452800.0,24636937200.0,39734188400.0,337688000.0,367560400.0,705248400.0,1223469600.0,2991136400.0,667583200.0,45321626000.0,0.0,69958563200.0,13254254000.0,1071510000.0,1963785600.0,71434000.0,2695010000.0,17092208000.0,13165935600.0,2563831200.0,6627776400.0,1239055200.0,23596598400.0,0.0,1675452000.0,40688806400.0,0.0,9091600.0,41527831200.0,-1754678800.0,-11464507600.0,28317736400.0,29269756800.0,69958563200.0,952020400.0,69958563200.0,1223469600.0,14237445600.0,10882645200.0,101.07242733154297
124,2018-12-31,VLO,4068044400.0,0.0,4068044400.0,10020049000.0,8910954400.0,15201280600.0,24112235000.0,39354441600.0,354692000.0,418809400.0,773501400.0,739396400.0,6769160400.0,-3327283800.0,44309216000.0,0.0,68421451000.00001,11723934800.0,324679600.0,1721620400.0,1721620400.0,859446000.0,14629680800.0,12101818200.0,2927573200.0,6769160400.0,983588200.0,22782140000.0,0.0,12101818200.0,37411820800.0,0.0,9549400.0,42350224800.0,-2055849400.0000002,-10745803400.0,29558121400.0,31009630200.0,68421451000.00001,1451508800.0,68421451000.00001,739396400.0,12426497800.0,8358453400.000001,81.49498409729004
125,2022-12-30,OVV,6772000.0,0.0,6772000.0,2061396800.0,0.0,227539200.0,2295708000.0,14001787200.0,3499769600.0,0.0,3499769600.0,28442400.0,367042400.0,199096800.0,18096138400.0,0.0,20391846400.0,590518400.0,643340000.0,5417600.0,0.0,2531373600.0,3765232000.0,5441979200.0,0.0,249209600.0,521444000.0,6212632800.0,0.0,1250111200.0,9977864800.0,0.0,4063200.0,-1464106400.0,1342210400.0,10531814400.0,10413981600.0,10413981600.0,20391846400.0,0.0,20391846400.0,28442400.0,6085319200.0,6078547200.0,66.78458753356934
126,2021-12-31,OVV,247221000.0,0.0,247221000.0,1631658600.0,0.0,0.0,2011998600.0,12284982000.0,3331778400.0,0.0,3331778400.0,34230600.0,134386800.0,21552600.0,15806930400.0,0.0,17818929000.0,415838400.0,86210400.0,5071200.0,2090602200.0,891263400.0,3483914400.0,7236602400.0,645310200.0,5071200.0,15213600.0,7902197400.0,0.0,1255122000.0,11386111800.0,0.0,3803400.0,-5678476200.0,1384437600.0,10723052400.0,6432817200.0,6432817200.0,17818929000.0,0.0,17818929000.0,34230600.0,7322812800.0,7075591800.0,40.78123047866821
127,2020-12-31,OVV,12732000.000000002,0.0,12732000.000000002,1420891200.0000002,0.0,0.0,1587680400.0000002,13293481200.000002,3342150000.0000005,0.0,3342150000.0000005,38196000.0,96763200.00000001,63660000.00000001,16834250400.000002,0.0,18421930800.0,389599200.00000006,850497600.0000001,3819600.0000000005,1679350800.0000002,165516000.0,3084963600.0000005,9350380800.0,854317200.0000001,25464000.000000004,221536800.00000003,10451698800.0,0.0,1434896400.0000002,13536662400.000002,0.0,3819600.0000000005,-7350183600.000001,1369963200.0,10861669200.0,4885268400.0,4885268400.0,18421930800.0,0.0,18421930800.0,38196000.0,10200878400.0,10188146400.0,17.185600358963015
128,2019-12-31,OVV,246772000.0,0.0,246772000.0,1863778000.0,0.0,0.0,2427457200.0,21089914400.0,3391166800.0,0.0,3391166800.0,36366400.0,780578800.0,181832000.0,25479858400.0,0.0,27907315600.0,461074000.0,216899600.0,1298800.0,2332644800.0,148063200.0,3158681600.0,10483913600.0,853311600.0,281839600.0,232485200.0,11851550000.0,0.0,1642982000.0,15010231600.0,0.0,9170826800.0,546794800.0,1358544800.0,1820917600.0,12897084000.0,12897084000.0,27907315600.0,0.0,27907315600.0,36366400.0,10700813200.0,10454041200.0,26.92885498046875
129,2018-12-31,OVV,1443323600.0,0.0,1443323600.0,1321909800.0,0.0,885365800.0,3650599200.0,12239602400.0,3482802600.0,0.0,3482802600.0,30012400.0,1139107000.0,390161200.0,17281685600.0,0.0,20932284800.0,317858600.0,796692800.0,1364200.0,1364200.0,1634311600.0,2750227200.0,7002438600.0,731211200.0,36833400.0,252377000.0,8022860200.0,0.0,2072219800.0000002,10773087400.0,0.0,6351715200.0,593427000.0,1361471600.0,1852583600.0,10159197400.0,10159197400.0,20932284800.0,0.0,20932284800.0,30012400.0,7799131400.0,6355807800.0,34.32773162841797
